공고ID,공고제목,회사명,직무카테고리,회사규모,tech_all,게시년월,cluster
319566,POS 백엔드 개발자,페이앤스토어,백엔드,스타트업/중소,"Java, Kafka, MySQL, Spring",2025-11,0
319564,네이버커넥트 QA(프리랜서),페이앤스토어,QA,스타트업/중소,,2025-11,3
319558,Backend 개발자 (3년 이상),빗썸,백엔드,스타트업/중소,"AWS, Git, Java, Kotlin, MSA, Redis, Spring, Spring Boot",2025-11,0
319556,Frontend 개발자 (거래 웹개발),빗썸,백엔드,스타트업/중소,"Git, Java, JavaScript, React, TypeScript",2025-11,1
319555,Frontend 개발자 (클라이언트 웹개발),빗썸,프론트엔드,스타트업/중소,"PHP, React, TypeScript",2025-11,1
319554,AI 엔지니어,허들러스,백엔드,스타트업/중소,"FastAPI, Flask, GPT, Go, LLM, LangChain, Python, RAG, React",2025-10,4
319552,Frontend 개발자 (UI),빗썸,프론트엔드,스타트업/중소,"Git, Java, JavaScript, Jira, PHP, React",2025-11,1
319551,백엔드 개발자(서울) 모집,아토모스,백엔드,스타트업/중소,"AWS, Git, GitHub, PHP",2025-10,0
319549,Sr. Software Engineer (Back-end),소울블렌드,백엔드,스타트업/중소,"CI/CD, Express, Git, GitHub, GitHub Actions, LLM",2025-11,0
319541,Sr. Software Engineer (Front-end),소울블렌드,백엔드,스타트업/중소,"Angular, CI/CD, Flutter, Git, GitHub, GitHub Actions, Java, JavaScript, React, Vue",2025-11,1
319523,DevOps Engineer (블록체인),빗썸,DevOps,스타트업/중소,"AWS, Ansible, CI/CD, Docker, GCP, Git, GitLab, Go, Jenkins, Kubernetes, Python, Terraform",2025-11,2
319522,Database Engineer (블록체인),빗썸,백엔드,스타트업/중소,"AWS, GCP, Kubernetes, MySQL, Python, Terraform",2025-11,7
319521,Cloud Infra Engineer (블록체인),빗썸,DevOps,스타트업/중소,"AWS, GCP, Kubernetes, Linux, Terraform",2025-11,2
319518,Technical Program Manager (블록체인),빗썸,백엔드,스타트업/중소,"Confluence, Jira",2025-11,3
319516,Research Engineer (블록체인),빗썸,보안,스타트업/중소,"Go, Python, Rust",2025-11,4
319515,Wallet Security Engineer (블록체인),빗썸,AI_ML,스타트업/중소,"Go, Java, Kotlin, Python, Rust",2025-11,8
319513,Backend Engineer (블록체인),빗썸,백엔드,스타트업/중소,"AWS, Docker, GCP, Go, Java, Kafka, Kotlin, Kubernetes, MySQL, Python, Redis, Rust, Spring, Spring Boot",2025-11,2
319512,Back-End 개발자,씨어스,백엔드,스타트업/중소,"Java, Kafka, MySQL, PostgreSQL, Python",2025-11,0
319485,개발1팀 백엔드 엔지니어,알라딘커뮤니케이션,백엔드,스타트업/중소,"AWS, Azure, C#, Java, JavaScript, MySQL, React",2025-11,0
319442,SaaS 플랫폼 AI 엔지니어,가이드웨이 컨설팅,백엔드,스타트업/중소,"AWS, Go, MongoDB, PyTorch, Python, TensorFlow, 딥러닝, 머신러닝",2025-11,4
319441,"클라이언트 Unity 개발자 (XR, 스마트 미러, 포토스튜디오)",미러로이드,기타,스타트업/중소,"C#, Git",2025-12,3
319403,Web Application 개발자 (15년 이상),웅진,백엔드,스타트업/중소,"C#, Git, Java, JavaScript, Jira, MySQL, Oracle, PHP, PostgreSQL, Spring, Spring Boot",2025-10,1
319387,AI Engineer,스카이월드와이드,백엔드,스타트업/중소,"CI/CD, FastAPI, Git, Jira, LLM, LangChain, Python, RAG",2025-11,4
319386,Back-End 개발,스카이월드와이드,백엔드,스타트업/중소,"CI/CD, FastAPI, GPT, Git, Java, Jira, LLM, LangChain, Python, RAG, REST API, Spring, Spring Boot",2025-11,4
319381,[병원 마케팅] 웹 소프트웨어 엔지니어,힐링페이퍼(강남언니),백엔드,스타트업/중소,"Python, React",2025-11,3
319372,Software engineer Frontend,아키스케치,백엔드,스타트업/중소,"GraphQL, React, TypeScript",2025-11,1
319346,서버 엔지니어,주드라,백엔드,스타트업/중소,"AWS, CI/CD, Docker, Git, GitHub, GitHub Actions, Java, Jenkins, PostgreSQL, Redis, Spring, Spring Boot",2025-11,2
319336,네이티브 기술지원팀 SE,이노그리드,DevOps,스타트업/중소,"Ansible, CI/CD, Docker, Kubernetes, Terraform",2025-11,2
319335,네이티브 기술지원팀 SE 팀장,이노그리드,DevOps,스타트업/중소,"Ansible, Terraform",2025-11,3
319334,인프라 기술지원팀 SE,이노그리드,DevOps,스타트업/중소,"Ansible, Terraform",2025-11,2
319331,차세대R&D센터 클라우드 플랫폼 개발 (백엔드 개발자),이노그리드,백엔드,스타트업/중소,"AWS, Agile, Azure, Confluence, Docker, FastAPI, GCP, Git, Java, Jira, Kubernetes, MariaDB, MySQL, Python, Spring",2025-11,0
319330,차세대R&D센터 클라우드 플랫폼 개발 (프론트 개발자),이노그리드,백엔드,스타트업/중소,"Java, JavaScript, React, TypeScript",2025-11,0
319329,IT 인프라 운영(대리~과장급),아이센스,DevOps,스타트업/중소,"AWS, Azure, Linux",2025-10,2
319326,클라우드 플랫폼  프로젝트 개발,이노그리드,백엔드,스타트업/중소,"Ansible, Java, Kubernetes, REST API, Spring, Terraform",2025-11,0
319325,보안(개인정보보호) 대리~과장급,아이센스,보안,스타트업/중소,,2025-10,8
319323,멀티 클라우드 관리 플랫폼 개발,이노그리드,백엔드,스타트업/중소,"AWS, Agile, Ansible, Azure, Confluence, GCP, Git, Java, Jira, Kubernetes, MySQL, PostgreSQL, REST API, React, Spring, Spring Boot, Terraform",2025-11,2
319322,하이브리드 플랫폼팀 개발 팀장,이노그리드,백엔드,스타트업/중소,"AWS, Agile, Ansible, Azure, Confluence, GCP, Git, Java, Jira, Kubernetes, MySQL, PostgreSQL, REST API, React, Spring, Spring Boot, Terraform",2025-11,0
319321,네이티브 플랫폼팀 개발 팀장,이노그리드,백엔드,스타트업/중소,"Agile, Angular, CI/CD, Confluence, Git, GitLab, Java, Jenkins, Jira, Kubernetes, Linux, MSA, MariaDB, MySQL, React, Vue, 마이크로서비스",2025-11,0
319320,IaaS 플랫폼 개발,이노그리드,백엔드,스타트업/중소,"AWS, Agile, Ansible, Confluence, Git, Java, Jira, Kubernetes, Linux, MSA, MySQL, PostgreSQL, React, Spring, Spring Boot, Terraform",2025-11,0
319319,인프라 플랫폼팀 개발 팀장,이노그리드,백엔드,스타트업/중소,"AWS, Agile, Ansible, Confluence, Git, Java, Jira, Kubernetes, Linux, MSA, MySQL, PostgreSQL, Spring, Spring Boot, Terraform",2025-11,0
319312,[클라우드 플랫폼 운영본부] 클라우드옵스팀 MSP,이노그리드,DevOps,스타트업/중소,"AWS, K8s, Linux, MSA, MariaDB, MySQL",2025-11,2
319306,클라우드 실행본부 TA,이노그리드,DevOps,스타트업/중소,AWS,2025-11,2
319304,클라우드 아키텍쳐팀 팀장,이노그리드,DevOps,스타트업/중소,AWS,2025-11,2
319300,MLOps 엔지니어,에이뉴트,데이터,스타트업/중소,"Airflow, Ansible, CI/CD, Docker, Git, GitHub, GitHub Actions, GitLab, Go, Jenkins, Kubernetes, LLM, Linux, MLOps, MongoDB, PostgreSQL, PyTorch, Python, Redis, Scikit-learn, Terraform",2025-11,4
319286,A.I Robot System 최적화 엔지니어,씨메스로보틱스,데이터,스타트업/중소,"Git, Linux, Python, 딥러닝",2026-01,4
319282,Back-end Developer (5년이상),미소(miso),백엔드,스타트업/중소,"AWS, NestJS, TypeScript, 마이크로서비스",2025-12,0
319276,Data Engineer (AI),미소(miso),백엔드,스타트업/중소,"AWS, Airflow, CI/CD, DynamoDB, Git, GitHub, GitHub Actions, Go, Kafka, Kubernetes, NestJS, Nginx, Python, React, React Native, Redis, Terraform, TypeScript, 마이크로서비스",2025-12,7
319274,Front-end Developer,미소(miso),프론트엔드,스타트업/중소,"React, React Native, TypeScript",2025-12,1
319271,세일즈포스 개발자 (Salesforce Developer),미소(miso),백엔드,스타트업/중소,Spring,2025-12,3
319262,[개발자] 의료 영상 AI 모델 개발자,아이넥스코퍼레이션,AI_ML,스타트업/중소,"PyTorch, Python, TensorFlow",2025-11,4
319254,[개발자] C++ Application Developer(OpenCV 영상처리),아이넥스코퍼레이션,데이터,스타트업/중소,"Linux, Python",2025-11,6
319251,개발팀 매쓰플랫 프론트엔드 개발자 (5년 이상),프리윌린,프론트엔드,스타트업/중소,"CI/CD, Java, JavaScript, React, TypeScript, Vue",2025-11,3
319245,LLM Engineer,미소(miso),백엔드,스타트업/중소,"FastAPI, Fine-tuning, LLM, LangChain, Python, RAG",2025-12,4
319243,DevOps Engineer (2~7년),이노크라스코리아,DevOps,스타트업/중소,,2025-11,2
319242,시스템 엔지니어,빗썸,DevOps,스타트업/중소,"AWS, Ansible, Docker, Kubernetes, Python, Terraform",2025-11,2
319239,프론트엔드 엔지니어 (5년 이상),풀림,프론트엔드,스타트업/중소,"Git, GitHub, React",2025-10,1
319238,"백엔드 엔지니어 (NestJS, Typescript 2년 이상)",풀림,백엔드,스타트업/중소,"AWS, Git, GitHub, NestJS, PostgreSQL, REST API, Redis, TypeScript",2025-10,0
319236,C# 개발자 (신입),에스파이온코리아,프론트엔드,스타트업/중소,"C#, MySQL, Oracle, React, Vue",2026-01,0
319225,Application Engineer (일본 근무),뉴로클,백엔드,스타트업/중소,"Python, 딥러닝",2025-11,3
319223,"Software Engineer, Front-end",플레이스앤,프론트엔드,스타트업/중소,"AWS, Angular, CI/CD, Git, GitHub, GitHub Actions, Java, JavaScript, React, TypeScript, Vue",2025-11,1
319208,풀스텍 개발자,더백커스,백엔드,스타트업/중소,"AWS, CI/CD, Docker, Git, GitLab, Java, Jenkins, Kotlin, MySQL, Nginx, PostgreSQL, React, Spring, Spring Boot",2025-10,0
319193,[스마트자동화시스템사업부] 글로벌PJ SW(PLC) 엔지니어 (영어가능자),유진로봇,기타,스타트업/중소,,2025-10,6
319186,[CPLB] 데이터 엔지니어 (PMO),쿠팡,백엔드,대기업,"Airflow, CI/CD, Git, LLM, Python",2025-11,7
319181,ML & Data Engineer,리디(RIDI),데이터,스타트업/중소,"AWS, Airflow, GCP, Pandas, PyTorch, Python",2025-12,7
319180,개발팀 매쓰플랫 백엔드 개발자 (5년 이상),프리윌린,백엔드,스타트업/중소,"AWS, CI/CD, GPT, Java, Kotlin, Kubernetes, LLM, Spring, Spring Boot",2025-11,0
319164,SAP MDM 모듈 담당,삼양식품,기타,스타트업/중소,,2025-11,6
319142,웹서비스(백엔드) 개발자,메가스터디교육,백엔드,스타트업/중소,"MySQL, PHP, Spring, Spring Boot",2025-12,0
319137,[온디바이스] 추론 최적화 개발자 (전문연 가능),옵트에이아이,AI_ML,스타트업/중소,Python,2025-11,4
319130,IoT 소프트웨어 개발,코웨이,AI_ML,대기업,"Git, Jira, Linux",2025-11,6
319120,[백오피스사업본부] 백엔드 엔지니어 (5년 이상),퓨쳐위즈(Futurewiz),백엔드,스타트업/중소,"AWS, Docker, Git, GitHub, GitHub Actions, Go, Java, Kafka, Kotlin, Kubernetes, MySQL, Redis, Spring, Spring Boot",2025-11,3
319119,생성형 AI 플랫폼 및 에이전트 개발,브릭,백엔드,스타트업/중소,"AWS, Java, Keras, LLM, LangChain, MLOps, NLP, PyTorch, Python, RAG, React, Spring, Spring Boot, TensorFlow, Vue",2025-11,4
319116,풀스택 엔지니어,앤마들린,백엔드,스타트업/중소,"NestJS, React",2025-11,3
319111,"[인턴] 프론트엔드, 백엔드 개발자",코드비전,백엔드,스타트업/중소,"Angular, Git, GraphQL, Java, JavaScript, Jenkins, MySQL, PostgreSQL, Python, REST API, React, TypeScript, Vue",2025-10,1
319105,시니어 프론트엔드 엔지니어,페이히어,프론트엔드,스타트업/중소,"Java, JavaScript, React, React Native, TypeScript",2025-11,3
319104,Android Engineer (안드로이드 개발자),딜라이트룸(Alarmy),모바일,스타트업/중소,,2025-11,5
319084,[NS사업그룹 NI연구개발팀] 보안솔루션 SW 개발자 4년 이상,쿤텍,AI_ML,스타트업/중소,"Go, MariaDB, MongoDB, MySQL, PostgreSQL, Python, Redis, Rust",2025-11,0
319083,[보안 솔루션] 소프트웨어 개발자 (신입),쿤텍,AI_ML,스타트업/중소,"Go, MariaDB, MongoDB, MySQL, PostgreSQL, Python, Redis, Rust",2025-11,6
319076,Infra DevOps Engineer,보이저,DevOps,스타트업/중소,"AWS, Azure, CI/CD, Docker, GCP, Git, GitHub, GitLab, Go, Jenkins, Kubernetes, Linux, MSA",2025-11,2
319069,임베디드 SW 또는 FW 개발자,쿤텍,기타,스타트업/중소,,2025-11,6
319061,프론트엔드 개발자,앤트(aaant),백엔드,스타트업/중소,"CI/CD, GPT, Git, GitHub, LLM, REST API, React, TypeScript",2025-11,1
319054,React기반 Android App 개발자 (5년 이상),브라운백,프론트엔드,스타트업/중소,"AWS, CI/CD, Docker, DynamoDB, Git, GitHub, GitHub Actions, GitLab, Java, Jenkins, React, SQLite",2025-10,5
319042,백엔드 엔지니어 (3년 이상),서치라이트에이아이,백엔드,스타트업/중소,"CI/CD, Django, FastAPI, Git, Go, LLM, Python, RAG",2025-11,0
319033,[잡플래닛] iOS Developer,브레인커머스,모바일,스타트업/중소,Swift,2025-11,5
319028,모바일 앱 개발자 주니어(일본 시장 서비스 / 골드스푼 재팬 / 서울 근무),트리플콤마(골드스푼),백엔드,스타트업/중소,Flutter,2025-11,5
319027,백엔드 개발자(Back-end Engineer),닥터나우,백엔드,스타트업/중소,"AWS, Java, Kotlin, TypeScript",2025-11,0
319007,Database Engineer,하이컨시,데이터,스타트업/중소,"AWS, MySQL, PostgreSQL",2025-11,7
319005,ML 개발 (4년 이상),에스디티,백엔드,스타트업/중소,"FastAPI, Python, 머신러닝",2025-10,4
318993,웹기반 게임 개발자,투에니원센추리,프론트엔드,스타트업/중소,"Angular, Java, JavaScript, React",2025-11,1
318991,[인턴] 웹 프론트엔드 백엔드 개발자,투에니원센추리,백엔드,스타트업/중소,"MySQL, PostgreSQL, Python, REST API, React",2025-11,1
318988,스포츠 웨어러블 디바이스 펌웨어 개발자,투에니원센추리,기타,스타트업/중소,,2025-11,6
318984,Front-end Developer,웨이브릿지,백엔드,스타트업/중소,"Confluence, Java, JavaScript, Jira, React, TypeScript",2025-10,1
318979,펌웨어 개발 (10년 미만),에스디티,백엔드,스타트업/중소,Python,2025-10,6
318957,글로벌 커뮤니티 서비스 백엔드 개발자,누리하우스,백엔드,스타트업/중소,"CI/CD, Django, Git, Go, MySQL, PostgreSQL, Python",2026-03,0
318943,로봇 자율주행 SW 시스템 개발자,나비프라,기타,스타트업/중소,,2025-11,4
318941,Computer Vision Engineer (석사이상),나비프라,AI_ML,스타트업/중소,"Computer Vision, 컴퓨터비전",2025-11,6
318930,Front-End Developer,하이컨시,백엔드,스타트업/중소,"Angular, Express, Git, Java, JavaScript, Nuxt, React, TypeScript, Vue",2025-11,1
318898,백엔드 (Backend) 개발자,인터엑스,백엔드,스타트업/중소,"Docker, Elasticsearch, Git, Go, MongoDB, PostgreSQL, Python, REST API",2025-11,0
318897,소프트웨어 아키텍트 (Software Architect),인터엑스,백엔드,스타트업/중소,"CI/CD, MSA",2025-11,6
318896,DBMS 및 SW 시스템 설계 엔지니어,인터엑스,백엔드,스타트업/중소,"Docker, Git, Go, MongoDB, PostgreSQL, Python",2025-11,2
318892,유니티 (Unity) 개발자,인터엑스,기타,스타트업/중소,C#,2025-11,6
318880,[인턴] AI Engineer,렛서,백엔드,스타트업/중소,"AWS, Docker, LLM, LangChain, Python",2025-11,4
318878,대기업 고객사 IT 시스템 운영 엔지니어 (Microsoft AD 및 서버),펑타이그레이터차이나(PTKOREA),DevOps,스타트업/중소,Linux,2025-11,2
318873,"공공기관 네트워크/보안 운영 엔지니어 (청주, 오송)",에스넷아이씨티,보안,스타트업/중소,,2025-10,8
318869,"c#, db 관련 개발자",카를로,기타,스타트업/중소,C#,2025-11,1
318866,C# Application Engineer,플라잎,프론트엔드,스타트업/중소,"C#, CI/CD, Git, GitHub, GitHub Actions, React",2025-11,1
318865,Fullstack,플라잎,백엔드,스타트업/중소,"C#, CI/CD, Git, GitHub, GitHub Actions, Jenkins, Python, Spring, Spring Boot",2025-11,1
318864,Backend,플라잎,백엔드,스타트업/중소,"C#, CI/CD, Docker, Git, GitHub, GitHub Actions, Jenkins, Nginx, Oracle, PostgreSQL, Python, gRPC",2025-11,0
318863,Linux C++,플라잎,DevOps,스타트업/중소,"CI/CD, Docker, Git, GitHub, GitHub Actions, Jenkins, Linux",2026-01,6
318862,Aerospace/Robotics Engineer(항공/로보틱스 엔지니어),퀀텀에어로,AI_ML,스타트업/중소,"Python, 딥러닝",2025-11,6
318860,Software Engineer (Frontend),달파,프론트엔드,스타트업/중소,"React, TypeScript",2025-11,4
318857,[프리랜서] SPRING 백엔드 엔지니어 프리랜서(2~4년차),슬로그업,백엔드,스타트업/중소,"Git, GitLab, Java, MSA, REST API, Spring",2025-11,3
318851,Senior iOS Software Engineer,하이퍼커넥트,모바일,스타트업/중소,Swift,2025-11,5
318850,[호갱노노] Backend 시니어 개발자(8년차 이상),직방,백엔드,스타트업/중소,"AWS, Azure, CI/CD, Elasticsearch, Express, Git, Java, JavaScript, Jenkins, Jira, NestJS, TypeScript",2025-11,0
318841,그로스 백엔드 개발자,컬리,백엔드,스타트업/중소,"AWS, Elasticsearch, GPT, Java, Kafka, Kotlin, LangChain, MySQL, Redis, Spring, Spring Boot",2025-11,3
318837,주차관리서비스(kiosk/web) 운영관리(OP) 직원,보다커뮤니케이션,모바일,스타트업/중소,,2025-10,2
318831,시니어 백엔드 소프트웨어 엔지니어,두핸즈(품고),백엔드,스타트업/중소,"AWS, Docker, Java, JavaScript, Kafka, Kubernetes, MSA, MySQL, NestJS, Redis, TypeScript",2025-11,0
318810,백엔드 개발 주니어,애니포인트미디어,백엔드,스타트업/중소,"AWS, Git, GitHub, Java, Jenkins, Kotlin, MSA, RabbitMQ, React, Redis, Spring, TypeScript",2025-11,0
